person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
27.0,38000,RENT,12.0,VENTURE,7000,7.66,0,0.18,N,6
27.0,38400,RENT,2.0,MEDICAL,7000,7.51,0,0.18,N,6
35.0,33000,RENT,4.0,EDUCATION,7000,7.9,1,0.21,N,9
31.0,48996,MORTGAGE,0.0,HOMEIMPROVEMENT,8500,14.11,1,0.17,Y,9
27.0,54996,OWN,2.0,HOMEIMPROVEMENT,8000,14.11,0,0.15,Y,9
29.0,39996,RENT,3.0,PERSONAL,7000,9.32,0,0.18,N,6
29.0,39996,RENT,3.0,MEDICAL,7000,12.84,0,0.18,N,5
28.0,34000,RENT,2.0,EDUCATION,7000,13.49,1,0.21,Y,5
33.0,55000,MORTGAGE,7.0,HOMEIMPROVEMENT,3500,10.65,0,0.06,N,5
31.0,40000,RENT,2.0,EDUCATION,7000,9.62,0,0.17,N,9
29.0,40000,RENT,14.0,VENTURE,7000,7.14,0,0.17,N,5
27.0,55000,MORTGAGE,5.0,PERSONAL,5000,6.62,0,0.09,N,6
35.0,40000,RENT,3.0,VENTURE,7000,16.07,0,0.17,Y,8
28.0,40000,RENT,2.0,PERSONAL,7000,8.59,0,0.17,N,10
31.0,55000,MORTGAGE,15.0,VENTURE,4000,12.42,0,0.07,N,9
28.0,55000,MORTGAGE,4.0,HOMEIMPROVEMENT,20000,6.62,0,0.36,N,10
35.0,41000,RENT,2.0,EDUCATION,7000,13.49,0,0.17,Y,7
30.0,55000,MORTGAGE,2.0,EDUCATION,11500,7.9,0,0.21,N,9
27.0,41000,RENT,3.0,DEBTCONSOLIDATION,7000,12.73,0,0.17,Y,5
28.0,55000,OWN,13.0,PERSONAL,18000,7.9,0,0.33,N,6
27.0,35520,RENT,1.0,VENTURE,7000,14.91,1,0.2,Y,8
29.0,41779,RENT,5.0,EDUCATION,7000,5.79,0,0.17,N,10
27.0,55000,MORTGAGE,6.0,PERSONAL,10000,7.9,0,0.18,N,6
27.0,55000,MORTGAGE,1.0,DEBTCONSOLIDATION,9000,7.51,0,0.16,N,8
31.0,42000,RENT,2.0,MEDICAL,7000,7.9,0,0.17,N,7
28.0,42000,RENT,0.0,VENTURE,7000,11.11,0,0.17,N,6
33.0,36000,RENT,5.0,DEBTCONSOLIDATION,7000,5.79,1,0.19,N,5
28.0,55000,OWN,0.0,DEBTCONSOLIDATION,6700,16.77,0,0.12,Y,7
34.0,55000,MORTGAGE,6.0,HOMEIMPROVEMENT,2500,13.49,0,0.05,N,7
34.0,55000,MORTGAGE,4.0,EDUCATION,7000,13.49,0,0.13,Y,10
27.0,55000,OWN,3.0,EDUCATION,4500,13.49,0,0.08,N,8
29.0,55000,MORTGAGE,1.0,VENTURE,12625,7.9,0,0.23,N,6
31.0,55000,MORTGAGE,9.0,DEBTCONSOLIDATION,8000,7.49,0,0.15,N,9
29.0,55000,MORTGAGE,5.0,PERSONAL,12000,7.49,0,0.22,N,6
33.0,43000,RENT,2.0,EDUCATION,7000,7.88,0,0.16,N,6
30.0,55000,MORTGAGE,1.0,PERSONAL,6500,10.99,0,0.12,N,9
27.0,44000,RENT,2.0,MEDICAL,7000,7.14,0,0.16,N,7
28.0,55000,OWN,7.0,VENTURE,20000,7.49,0,0.36,N,6
34.0,55000,MORTGAGE,3.0,VENTURE,12800,5.42,0,0.23,N,9
27.0,44400,RENT,7.0,VENTURE,7000,10.0,0,0.16,N,6
30.0,55000,MORTGAGE,0.0,PERSONAL,6000,12.99,0,0.11,Y,6
35.0,55000,MORTGAGE,7.0,EDUCATION,1450,10.59,0,0.03,N,5
33.0,55000,MORTGAGE,3.0,MEDICAL,1775,7.49,0,0.03,N,7
27.0,45000,RENT,1.0,EDUCATION,7000,7.49,0,0.16,N,9
28.0,45000,RENT,3.0,MEDICAL,7000,13.43,0,0.16,Y,7
34.0,45000,RENT,3.0,PERSONAL,7000,11.86,0,0.16,N,8
33.0,45000,RENT,0.0,VENTURE,7000,10.38,0,0.16,N,8
31.0,55000,MORTGAGE,7.0,HOMEIMPROVEMENT,12000,7.49,0,0.22,N,5
27.0,39000,RENT,4.0,PERSONAL,7000,13.79,1,0.18,Y,7
34.0,46000,RENT,1.0,MEDICAL,7000,8.9,0,0.15,N,8
29.0,55000,MORTGAGE,11.0,MEDICAL,4000,10.99,0,0.07,N,6
27.0,55000,MORTGAGE,3.0,PERSONAL,11000,7.49,0,0.2,N,10
29.0,40000,RENT,2.0,DEBTCONSOLIDATION,7000,14.91,1,0.17,Y,9
32.0,49000,MORTGAGE,3.0,MEDICAL,11500,10.99,1,0.23,N,9
35.0,55000,MORTGAGE,14.0,PERSONAL,15000,8.49,0,0.27,N,10
29.0,47000,RENT,2.0,EDUCATION,7000,10.36,0,0.15,N,7
30.0,49000,MORTGAGE,2.0,PERSONAL,16000,13.49,1,0.33,N,7
33.0,48000,RENT,1.0,MEDICAL,7000,11.99,0,0.15,N,8
29.0,55000,MORTGAGE,4.0,PERSONAL,8000,10.0,0,0.15,N,6
28.0,48000,RENT,12.0,MEDICAL,7000,11.36,0,0.15,N,9
29.0,55000,MORTGAGE,4.0,PERSONAL,3600,6.92,0,0.07,N,10
31.0,49000,RENT,8.0,DEBTCONSOLIDATION,7000,12.69,0,0.14,N,6
30.0,50000,RENT,0.0,DEBTCONSOLIDATION,7000,14.65,0,0.14,N,9
34.0,55000,MORTGAGE,6.0,EDUCATION,5000,13.43,0,0.09,Y,10
35.0,50000,RENT,4.0,DEBTCONSOLIDATION,7000,11.49,0,0.14,N,9
35.0,55000,MORTGAGE,3.0,DEBTCONSOLIDATION,3200,5.79,0,0.06,N,10
28.0,50000,RENT,0.0,VENTURE,7000,6.92,0,0.14,N,9
28.0,50000,RENT,0.0,EDUCATION,7000,8.32,0,0.14,N,5
29.0,50400,RENT,6.0,DEBTCONSOLIDATION,7000,6.17,0,0.14,N,8
29.0,55000,MORTGAGE,13.0,MEDICAL,8000,13.72,0,0.15,N,9
29.0,52000,RENT,13.0,PERSONAL,7000,16.77,0,0.13,N,5
33.0,55000,MORTGAGE,5.0,PERSONAL,15000,6.54,0,0.27,N,6
28.0,52000,RENT,3.0,HOMEIMPROVEMENT,7000,11.99,0,0.13,N,8
27.0,55000,MORTGAGE,2.0,MEDICAL,9600,9.62,0,0.17,N,9
31.0,52249,RENT,7.0,HOMEIMPROVEMENT,7000,7.49,0,0.13,N,7
31.0,55000,MORTGAGE,3.0,DEBTCONSOLIDATION,6250,9.99,0,0.11,N,9
30.0,55000,MORTGAGE,4.0,DEBTCONSOLIDATION,12000,5.79,0,0.22,N,10
28.0,55000,MORTGAGE,5.0,PERSONAL,4800,5.79,0,0.09,N,6
27.0,55000,MORTGAGE,0.0,DEBTCONSOLIDATION,11000,5.42,0,0.2,N,9
28.0,53000,RENT,0.0,DEBTCONSOLIDATION,7000,9.88,0,0.13,N,9
27.0,53250,RENT,1.0,MEDICAL,7000,10.37,0,0.13,N,6
28.0,48000,RENT,0.0,HOMEIMPROVEMENT,7000,12.68,1,0.15,N,10
30.0,55000,MORTGAGE,3.0,DEBTCONSOLIDATION,12000,10.38,0,0.22,N,8
34.0,55000,RENT,4.0,MEDICAL,7000,8.88,0,0.13,N,9
30.0,85000,RENT,14.0,PERSONAL,7000,10.65,0,0.08,N,9
30.0,85000,RENT,4.0,HOMEIMPROVEMENT,7000,8.9,0,0.08,N,5
27.0,85000,RENT,2.0,VENTURE,7000,13.99,0,0.08,Y,9
29.0,85000,RENT,3.0,EDUCATION,7000,6.92,0,0.08,N,8
31.0,55000,MORTGAGE,2.0,PERSONAL,8000,7.14,0,0.15,N,10
29.0,55000,MORTGAGE,3.0,VENTURE,6400,7.88,0,0.12,N,9
35.0,90000,RENT,15.0,PERSONAL,7000,11.71,0,0.08,N,9
32.0,55000,MORTGAGE,4.0,HOMEIMPROVEMENT,6500,13.98,0,0.12,N,10
28.0,49000,MORTGAGE,5.0,HOMEIMPROVEMENT,19750,15.58,1,0.4,Y,9
32.0,40100,RENT,3.0,EDUCATION,7175,12.99,0,0.18,Y,7
31.0,55000,MORTGAGE,0.0,VENTURE,4500,7.14,0,0.08,N,6
35.0,17280,RENT,6.0,VENTURE,7200,12.36,1,0.42,Y,8
27.0,18200,RENT,8.0,VENTURE,7200,7.49,1,0.4,N,9
32.0,55000,MORTGAGE,0.0,MEDICAL,9000,13.85,0,0.16,N,10
29.0,55000,OWN,4.0,VENTURE,10000,11.36,0,0.18,N,8
31.0,55000,OWN,15.0,PERSONAL,8000,7.51,0,0.15,N,8
31.0,55000,MORTGAGE,0.0,HOMEIMPROVEMENT,15000,11.36,0,0.27,N,5
33.0,55000,OWN,4.0,HOMEIMPROVEMENT,12000,7.51,0,0.22,N,9
29.0,26400,RENT,4.0,MEDICAL,7200,7.49,0,0.27,N,10
30.0,55000,OWN,6.0,EDUCATION,21250,15.7,0,0.39,Y,6
32.0,55000,MORTGAGE,16.0,PERSONAL,7000,13.48,0,0.13,Y,8
34.0,28800,RENT,0.0,EDUCATION,7200,11.99,1,0.25,N,10
27.0,29120,RENT,6.0,MEDICAL,7200,13.11,0,0.25,N,6
30.0,55000,OWN,2.0,EDUCATION,6500,10.99,0,0.12,N,9
31.0,30000,RENT,2.0,PERSONAL,7200,15.96,0,0.24,Y,6
33.0,30000,RENT,6.0,PERSONAL,7200,12.69,1,0.24,N,10
27.0,30000,RENT,1.0,PERSONAL,7200,7.29,0,0.24,N,7
30.0,30000,RENT,7.0,DEBTCONSOLIDATION,7200,10.36,0,0.24,N,6
29.0,31000,RENT,1.0,PERSONAL,7200,11.03,1,0.23,N,8
33.0,31500,RENT,16.0,MEDICAL,7200,5.79,0,0.23,N,6
35.0,55000,MORTGAGE,4.0,EDUCATION,8500,7.88,0,0.15,N,8
35.0,32000,RENT,3.0,MEDICAL,7200,12.61,0,0.23,N,5
29.0,33000,RENT,2.0,EDUCATION,7200,11.71,1,0.22,N,10
35.0,34200,RENT,3.0,EDUCATION,7200,6.99,0,0.21,N,6
34.0,35000,RENT,2.0,VENTURE,7200,12.42,0,0.21,N,9
28.0,35000,RENT,2.0,MEDICAL,7200,7.66,0,0.21,N,6
32.0,55000,OWN,4.0,HOMEIMPROVEMENT,15250,16.35,0,0.28,Y,6
32.0,38000,RENT,0.0,EDUCATION,7200,10.08,0,0.19,N,7
27.0,40000,RENT,1.0,VENTURE,7200,13.22,0,0.18,N,6
31.0,40000,RENT,4.0,EDUCATION,7200,9.63,0,0.18,N,8
31.0,40351,RENT,12.0,PERSONAL,7200,7.29,0,0.18,N,9
33.0,55000,MORTGAGE,4.0,HOMEIMPROVEMENT,8000,11.14,0,0.15,N,9
30.0,41000,RENT,0.0,PERSONAL,7200,7.49,0,0.18,N,5
28.0,55000,MORTGAGE,4.0,VENTURE,10650,11.58,0,0.19,N,8
31.0,41196,RENT,1.0,VENTURE,7200,7.9,0,0.17,N,7
34.0,35316,RENT,5.0,MEDICAL,7200,14.84,1,0.2,N,10
30.0,42000,RENT,2.0,MEDICAL,7200,10.99,0,0.17,N,6
27.0,42504,RENT,2.0,DEBTCONSOLIDATION,7200,10.59,0,0.17,N,6
29.0,43108,RENT,7.0,VENTURE,7200,6.03,0,0.17,N,7
27.0,39000,RENT,4.0,DEBTCONSOLIDATION,7200,10.65,1,0.18,N,5
28.0,55000,MORTGAGE,2.0,EDUCATION,18000,14.11,0,0.33,N,5
34.0,39000,RENT,5.0,HOMEIMPROVEMENT,7200,11.71,1,0.18,N,5
30.0,48000,RENT,1.0,EDUCATION,7200,10.39,0,0.15,N,8
33.0,49000,RENT,6.0,MEDICAL,7200,12.42,0,0.15,N,7
35.0,50000,RENT,6.0,VENTURE,7200,11.99,0,0.14,N,9
27.0,55000,MORTGAGE,8.0,VENTURE,7500,12.22,0,0.14,Y,6
30.0,55000,MORTGAGE,0.0,EDUCATION,12000,13.55,0,0.22,N,5
27.0,49000,MORTGAGE,0.0,PERSONAL,15000,9.76,1,0.31,N,7
28.0,56052,RENT,8.0,VENTURE,7200,11.28,0,0.13,Y,8
27.0,55140,MORTGAGE,8.0,HOMEIMPROVEMENT,10000,13.49,0,0.18,Y,8
27.0,60000,RENT,4.0,HOMEIMPROVEMENT,7200,8.9,0,0.12,N,7
28.0,60000,RENT,5.0,HOMEIMPROVEMENT,7200,5.42,0,0.12,N,7
27.0,60000,RENT,0.0,HOMEIMPROVEMENT,7200,7.74,0,0.12,N,10
27.0,49200,MORTGAGE,2.0,DEBTCONSOLIDATION,7500,16.32,1,0.15,N,7
28.0,62000,RENT,4.0,PERSONAL,7200,12.99,0,0.12,Y,9
28.0,55200,MORTGAGE,12.0,VENTURE,3000,11.72,0,0.05,N,10
28.0,65000,RENT,2.0,MEDICAL,7200,13.98,0,0.11,Y,8
29.0,65000,RENT,1.0,MEDICAL,7200,11.12,0,0.11,N,8
27.0,49500,MORTGAGE,7.0,VENTURE,4750,15.27,1,0.1,N,7
29.0,75000,RENT,2.0,DEBTCONSOLIDATION,7200,7.9,0,0.1,N,10
28.0,75000,RENT,8.0,DEBTCONSOLIDATION,7200,9.88,0,0.1,N,7
29.0,55530,MORTGAGE,13.0,EDUCATION,18825,8.9,0,0.34,N,7
27.0,55596,MORTGAGE,5.0,MEDICAL,2000,7.51,0,0.04,N,9
32.0,55600,OWN,14.0,EDUCATION,8800,9.99,0,0.16,N,6
27.0,55600,OWN,2.0,EDUCATION,4200,10.37,0,0.08,N,9
27.0,82500,RENT,0.0,DEBTCONSOLIDATION,7200,14.22,0,0.09,Y,9
33.0,83000,RENT,5.0,EDUCATION,7200,8.0,0,0.09,N,8
31.0,55680,MORTGAGE,7.0,VENTURE,4000,12.73,0,0.07,N,7
30.0,55684,MORTGAGE,13.0,EDUCATION,5200,12.69,0,0.09,N,9
32.0,85000,RENT,9.0,EDUCATION,7200,11.58,0,0.08,N,10
28.0,55704,MORTGAGE,12.0,DEBTCONSOLIDATION,8400,7.51,0,0.15,N,9
31.0,55728,MORTGAGE,0.0,MEDICAL,13000,10.62,0,0.23,N,9
30.0,49777,MORTGAGE,7.0,MEDICAL,6000,14.54,1,0.12,N,6
27.0,85000,RENT,0.0,VENTURE,7200,7.68,0,0.08,N,10
30.0,90000,RENT,2.0,EDUCATION,7200,11.99,0,0.08,N,7
33.0,55920,MORTGAGE,9.0,EDUCATION,22000,7.88,0,0.39,N,6
28.0,90000,RENT,0.0,VENTURE,7200,5.42,0,0.08,N,5
27.0,98500,RENT,5.0,HOMEIMPROVEMENT,7200,14.35,0,0.07,Y,6
28.0,112123,RENT,2.0,VENTURE,7200,8.59,0,0.06,N,9
27.0,56000,OWN,7.0,VENTURE,1000,14.65,0,0.02,N,8
27.0,120000,RENT,0.0,DEBTCONSOLIDATION,7200,7.29,0,0.06,N,10
29.0,125004,RENT,3.0,MEDICAL,7200,9.99,0,0.06,N,6
33.0,56000,MORTGAGE,13.0,MEDICAL,12000,6.62,0,0.21,N,6
29.0,28800,RENT,2.0,EDUCATION,7225,6.92,0,0.25,N,7
30.0,20800,RENT,0.0,MEDICAL,7250,8.0,1,0.35,N,10
29.0,56000,OWN,5.0,EDUCATION,9200,6.03,0,0.16,N,9
28.0,39750,RENT,5.0,EDUCATION,7250,8.49,0,0.18,N,8
29.0,35000,RENT,6.0,MEDICAL,7300,11.71,0,0.21,N,9
29.0,56000,MORTGAGE,8.0,MEDICAL,6000,10.99,0,0.11,N,9
28.0,56000,MORTGAGE,4.0,DEBTCONSOLIDATION,15000,7.49,0,0.27,N,9
27.0,50000,RENT,5.0,MEDICAL,7300,7.29,0,0.15,N,9
33.0,50000,MORTGAGE,14.0,DEBTCONSOLIDATION,10000,16.89,1,0.2,N,7
30.0,115000,RENT,7.0,DEBTCONSOLIDATION,7300,10.25,0,0.06,N,9
28.0,44995,RENT,2.0,EDUCATION,7350,7.49,0,0.16,N,10
27.0,56000,MORTGAGE,4.0,DEBTCONSOLIDATION,10050,9.63,0,0.18,N,8
32.0,31000,RENT,2.0,HOMEIMPROVEMENT,7400,16.77,1,0.24,Y,9
33.0,69000,RENT,8.0,HOMEIMPROVEMENT,7400,9.76,0,0.11,N,5
31.0,56000,MORTGAGE,3.0,MEDICAL,12000,6.54,0,0.21,N,5
32.0,56000,MORTGAGE,13.0,EDUCATION,3000,8.88,0,0.05,N,9
28.0,140000,RENT,0.0,DEBTCONSOLIDATION,7400,6.03,0,0.05,N,9
28.0,56000,OWN,10.0,HOMEIMPROVEMENT,12000,14.72,0,0.21,Y,7
29.0,55000,RENT,6.0,HOMEIMPROVEMENT,7450,15.62,0,0.14,N,8
27.0,62900,RENT,9.0,MEDICAL,7450,15.99,1,0.1,N,10
29.0,56000,MORTGAGE,0.0,VENTURE,6000,13.23,0,0.11,Y,7
34.0,56000,OWN,0.0,MEDICAL,5600,11.86,0,0.1,N,7
28.0,20000,RENT,0.0,MEDICAL,7500,9.76,1,0.38,N,9
33.0,56000,MORTGAGE,2.0,PERSONAL,11500,7.14,0,0.21,N,10
32.0,56000,MORTGAGE,5.0,PERSONAL,10000,7.14,0,0.18,N,8
29.0,56000,MORTGAGE,8.0,VENTURE,13000,7.88,0,0.23,N,5
30.0,21996,RENT,4.0,MEDICAL,7500,10.37,1,0.34,N,9
31.0,56000,MORTGAGE,4.0,EDUCATION,8000,8.59,0,0.14,N,5
30.0,56000,MORTGAGE,1.0,MEDICAL,14000,12.18,0,0.25,N,7
29.0,25400,RENT,1.0,EDUCATION,7500,14.59,1,0.3,Y,5
29.0,56000,MORTGAGE,4.0,EDUCATION,18000,14.61,0,0.32,Y,9
28.0,56000,MORTGAGE,9.0,VENTURE,4800,14.61,0,0.09,Y,6
27.0,27000,RENT,2.0,MEDICAL,7500,12.69,0,0.28,N,10
29.0,27600,RENT,2.0,EDUCATION,7500,6.62,0,0.27,N,9
27.0,30000,RENT,5.0,EDUCATION,7500,14.84,0,0.25,N,7
33.0,30000,RENT,14.0,EDUCATION,7500,11.86,1,0.25,N,5
35.0,56000,MORTGAGE,1.0,HOMEIMPROVEMENT,15000,11.26,0,0.27,N,10
31.0,31000,RENT,5.0,PERSONAL,7500,7.49,0,0.24,N,9
30.0,32004,RENT,0.0,DEBTCONSOLIDATION,7500,13.47,0,0.23,Y,10
30.0,56004,MORTGAGE,9.0,HOMEIMPROVEMENT,9600,5.99,0,0.17,N,6
27.0,33000,RENT,2.0,MEDICAL,7500,15.65,1,0.23,Y,7
33.0,33000,RENT,0.0,PERSONAL,7500,11.34,0,0.23,N,9
31.0,34000,RENT,0.0,MEDICAL,7500,8.94,0,0.22,N,8
28.0,34200,RENT,8.0,PERSONAL,7500,8.94,0,0.22,N,7
27.0,56004,MORTGAGE,5.0,HOMEIMPROVEMENT,5000,7.74,0,0.09,N,7
27.0,56004,MORTGAGE,4.0,PERSONAL,3100,9.32,0,0.06,N,7
30.0,56030,MORTGAGE,14.0,PERSONAL,13000,11.89,0,0.23,N,7
29.0,56033,MORTGAGE,7.0,VENTURE,16000,14.65,0,0.29,N,6
33.0,56100,OWN,13.0,HOMEIMPROVEMENT,16000,6.03,0,0.29,N,8
30.0,35004,RENT,0.0,MEDICAL,7500,8.63,0,0.21,N,5
35.0,35300,RENT,0.0,EDUCATION,7500,12.29,0,0.21,Y,7
28.0,56148,MORTGAGE,12.0,DEBTCONSOLIDATION,2400,13.99,0,0.04,N,6
27.0,56244,MORTGAGE,11.0,HOMEIMPROVEMENT,12000,14.22,0,0.21,N,8
32.0,56256,MORTGAGE,2.0,PERSONAL,6500,6.17,0,0.12,N,5
27.0,56331,MORTGAGE,7.0,EDUCATION,10000,10.36,0,0.18,N,10
34.0,56400,MORTGAGE,2.0,DEBTCONSOLIDATION,7000,7.9,0,0.12,N,10
31.0,37000,RENT,5.0,PERSONAL,7500,15.23,0,0.2,N,6
34.0,56400,OWN,8.0,MEDICAL,12100,5.79,0,0.21,N,9
28.0,31000,RENT,1.0,HOMEIMPROVEMENT,7500,15.31,1,0.24,Y,5
30.0,38168,RENT,5.0,PERSONAL,7500,9.76,0,0.2,N,6
30.0,40000,RENT,3.0,VENTURE,7500,12.69,0,0.19,N,5
30.0,56604,MORTGAGE,3.0,VENTURE,3000,17.58,0,0.05,N,9
30.0,56628,MORTGAGE,2.0,HOMEIMPROVEMENT,12000,8.94,0,0.21,N,10
31.0,34000,RENT,2.0,HOMEIMPROVEMENT,7500,15.58,1,0.22,N,5
28.0,56700,MORTGAGE,11.0,VENTURE,15000,12.12,0,0.26,N,7
29.0,56700,OWN,14.0,MEDICAL,11000,10.62,0,0.19,N,6
28.0,40000,RENT,2.0,PERSONAL,7500,11.86,0,0.19,N,8
32.0,56784,OWN,3.0,PERSONAL,12000,14.96,0,0.21,Y,10
28.0,50820,MORTGAGE,12.0,PERSONAL,10000,10.59,1,0.2,N,8
28.0,56864,MORTGAGE,5.0,PERSONAL,12300,7.88,0,0.22,N,7
29.0,40000,RENT,7.0,MEDICAL,7500,12.73,0,0.19,Y,9
32.0,34000,RENT,0.0,EDUCATION,7500,10.01,1,0.22,N,5
32.0,40000,RENT,2.0,EDUCATION,7500,8.0,0,0.19,N,6
28.0,57000,MORTGAGE,5.0,PERSONAL,9500,7.51,0,0.17,N,5
29.0,42000,RENT,0.0,EDUCATION,7500,12.87,0,0.18,Y,8
28.0,36000,RENT,2.0,HOMEIMPROVEMENT,7500,10.39,1,0.21,N,9
27.0,36000,RENT,0.0,PERSONAL,7500,13.55,1,0.21,Y,7
28.0,57000,MORTGAGE,13.0,PERSONAL,9600,15.96,0,0.17,Y,9
27.0,57000,OWN,11.0,EDUCATION,15000,6.03,0,0.26,N,6
29.0,44875,RENT,0.0,MEDICAL,7500,8.32,0,0.17,N,8
27.0,45000,RENT,4.0,MEDICAL,7500,15.27,0,0.17,N,8
27.0,57000,MORTGAGE,11.0,DEBTCONSOLIDATION,3000,7.51,0,0.05,N,5
35.0,57000,MORTGAGE,8.0,MEDICAL,5500,7.49,0,0.1,N,5
27.0,45000,RENT,0.0,PERSONAL,7500,12.73,0,0.17,Y,6
28.0,51000,MORTGAGE,1.0,PERSONAL,4775,7.49,1,0.09,N,6
34.0,39000,RENT,0.0,DEBTCONSOLIDATION,7500,9.45,1,0.19,N,9
29.0,45756,RENT,7.0,EDUCATION,7500,10.0,0,0.16,N,7
27.0,51000,MORTGAGE,1.0,HOMEIMPROVEMENT,10000,6.99,1,0.2,N,5
27.0,46000,RENT,4.0,MEDICAL,7500,13.49,0,0.16,N,5
30.0,57000,MORTGAGE,1.0,VENTURE,4500,7.49,0,0.08,N,10
30.0,46800,RENT,0.0,EDUCATION,7500,7.88,0,0.16,N,10
30.0,48000,RENT,4.0,MEDICAL,7500,7.49,0,0.16,N,6
28.0,48500,RENT,3.0,VENTURE,7500,12.86,0,0.15,N,7
27.0,42996,RENT,11.0,MEDICAL,7500,11.91,1,0.17,N,7
32.0,57000,MORTGAGE,11.0,MEDICAL,9000,13.35,0,0.16,Y,5
33.0,57000,MORTGAGE,4.0,DEBTCONSOLIDATION,13000,7.88,0,0.23,N,5
29.0,57000,MORTGAGE,4.0,MEDICAL,2500,6.76,0,0.04,N,7
30.0,57000,MORTGAGE,2.0,VENTURE,6000,7.51,0,0.11,N,8
29.0,57000,OWN,5.0,MEDICAL,5000,11.86,0,0.09,N,10
33.0,44000,RENT,1.0,EDUCATION,7500,12.92,1,0.17,Y,6
31.0,57000,MORTGAGE,10.0,EDUCATION,8000,9.88,0,0.14,N,9
30.0,50400,RENT,2.0,PERSONAL,7500,10.25,0,0.15,N,7
28.0,57000,MORTGAGE,2.0,VENTURE,6000,12.73,0,0.11,N,10
33.0,50750,RENT,2.0,PERSONAL,7500,11.91,0,0.15,Y,6
28.0,51000,RENT,13.0,VENTURE,7500,16.49,0,0.15,Y,7
28.0,51000,OWN,2.0,DEBTCONSOLIDATION,20400,17.74,1,0.4,Y,5
30.0,45063,RENT,7.0,MEDICAL,7500,15.05,1,0.17,N,6
28.0,57000,OWN,7.0,PERSONAL,3500,11.83,0,0.06,N,6
31.0,54200,RENT,4.0,VENTURE,7500,12.61,0,0.14,N,10
28.0,57000,MORTGAGE,12.0,HOMEIMPROVEMENT,13000,9.63,0,0.23,N,5
33.0,51000,MORTGAGE,2.0,EDUCATION,1200,9.63,1,0.02,N,7
29.0,57000,MORTGAGE,13.0,HOMEIMPROVEMENT,6000,9.32,0,0.11,N,5
30.0,57000,MORTGAGE,6.0,PERSONAL,4000,8.0,0,0.07,N,7
33.0,57000,MORTGAGE,7.0,EDUCATION,15000,10.39,0,0.26,N,7
28.0,55000,RENT,7.0,DEBTCONSOLIDATION,7500,12.84,0,0.14,Y,6
31.0,56400,RENT,1.0,VENTURE,7500,11.48,0,0.13,N,10
30.0,57000,RENT,4.0,VENTURE,7500,14.27,0,0.13,N,5
31.0,57000,RENT,2.0,EDUCATION,7500,12.53,0,0.13,N,9
34.0,57000,RENT,9.0,DEBTCONSOLIDATION,7500,11.14,0,0.13,N,7
28.0,51043,MORTGAGE,12.0,PERSONAL,2100,12.29,1,0.04,N,8
27.0,57996,RENT,11.0,EDUCATION,7500,12.21,0,0.13,N,10
31.0,57200,MORTGAGE,3.0,DEBTCONSOLIDATION,7500,13.11,0,0.13,Y,5
27.0,57240,OWN,4.0,VENTURE,15000,11.99,0,0.26,N,6
31.0,57240,MORTGAGE,1.0,EDUCATION,10000,5.99,0,0.17,N,6
28.0,57248,MORTGAGE,1.0,EDUCATION,9000,6.92,0,0.16,N,7
29.0,57300,OWN,13.0,MEDICAL,12000,11.48,0,0.21,N,8
31.0,57335,MORTGAGE,6.0,EDUCATION,16500,14.84,0,0.29,N,10
31.0,57400,MORTGAGE,6.0,PERSONAL,7600,5.99,0,0.13,N,10
31.0,60000,RENT,3.0,DEBTCONSOLIDATION,7500,5.79,0,0.13,N,9
30.0,57408,MORTGAGE,0.0,DEBTCONSOLIDATION,18000,8.88,0,0.31,N,10
33.0,57500,MORTGAGE,0.0,MEDICAL,15000,6.03,0,0.26,N,7
27.0,62000,RENT,4.0,EDUCATION,7500,13.04,0,0.12,Y,6
29.0,57500,MORTGAGE,7.0,PERSONAL,19600,7.88,0,0.34,N,8
29.0,65000,RENT,5.0,EDUCATION,7500,12.69,0,0.12,N,10
29.0,59000,RENT,3.0,HOMEIMPROVEMENT,7500,9.99,1,0.13,N,8
31.0,65000,RENT,8.0,MEDICAL,7500,10.95,0,0.12,N,10
30.0,57600,MORTGAGE,0.0,HOMEIMPROVEMENT,6000,14.65,0,0.1,N,8
27.0,51600,MORTGAGE,2.0,VENTURE,13650,16.29,1,0.26,N,9
28.0,57600,MORTGAGE,12.0,PERSONAL,10625,12.42,0,0.18,N,6
33.0,57600,MORTGAGE,3.0,HOMEIMPROVEMENT,17000,7.66,0,0.3,N,8
27.0,70000,RENT,4.0,MEDICAL,7500,7.88,0,0.11,N,5
27.0,57600,MORTGAGE,3.0,MEDICAL,3000,11.11,0,0.05,N,6
34.0,51600,MORTGAGE,2.0,VENTURE,12000,17.88,1,0.23,N,8
28.0,66000,RENT,0.0,VENTURE,7500,11.28,1,0.11,Y,7
27.0,57600,MORTGAGE,11.0,PERSONAL,8500,7.14,0,0.15,N,5
28.0,57600,MORTGAGE,9.0,EDUCATION,12000,15.58,0,0.21,Y,7
31.0,57600,MORTGAGE,5.0,EDUCATION,15000,10.25,0,0.26,N,10
33.0,80000,RENT,4.0,EDUCATION,7500,5.42,0,0.09,N,10
27.0,80000,RENT,3.0,DEBTCONSOLIDATION,7500,12.18,0,0.09,N,5
27.0,81000,RENT,5.0,HOMEIMPROVEMENT,7500,10.25,0,0.09,N,7
31.0,85000,RENT,3.0,VENTURE,7500,10.08,0,0.09,N,5
